serial_timesteps,n_updates,fps,policy_entropy,explained_variance,clipfrac,time_elapsed,policy_loss,value_loss,total_timesteps,approxkl,ep_len_mean,ep_reward_mean
82752,2586,291,9.78028,0.000550687313079834,0.28515625,1695.1596183776855,-0.015235614,0.00030128972,331008,0.024230385,500.0,7014.83589495
82784,2587,285,9.785143,-0.003720521926879883,0.26171875,1695.5996308326721,0.0031354048,0.0001746641,331136,0.02176992,500.0,7014.83589495
82816,2588,293,9.777818,0.0013533234596252441,0.21484375,1696.0490727424622,-0.011839861,0.00022082399,331264,0.014680691,500.0,7014.83589495
82848,2589,297,9.771148,0.0008583664894104004,0.16992188,1696.4863379001617,-0.0038545602,0.00015485482,331392,0.012976892,500.0,7014.83589495
82880,2590,313,9.775467,0.02566760778427124,0.29101562,1696.9175646305084,-0.025969662,0.0001058661,331520,0.019512024,500.0,7014.83589495
82912,2591,288,9.773543,-0.04510962963104248,0.23242188,1697.3271896839142,-0.014287685,0.00010135975,331648,0.01935048,500.0,7014.83589495
82944,2592,308,9.773654,-0.011384844779968262,0.31054688,1697.7719547748566,-0.015191706,7.187867e-05,331776,0.023582049,500.0,7014.83589495
82976,2593,316,9.775422,0.007147848606109619,0.18554688,1698.1873524188995,0.007841693,8.210669e-05,331904,0.014034966,500.0,7014.83589495
83008,2594,30,9.774119,0.010893642902374268,0.22070312,1698.5938539505005,-0.003339474,0.89972246,332032,0.042918235,500.0,7017.14556841
83040,2595,297,9.772496,-0.44653820991516113,0.3046875,1702.7852914333344,-0.02074933,0.003130397,332160,0.06890681,500.0,7017.14556841
83072,2596,270,9.773823,-0.00910639762878418,0.34960938,1703.2154395580292,-0.009265611,0.00095783634,332288,0.036535572,500.0,7017.14556841
83104,2597,305,9.778214,-0.004944443702697754,0.30664062,1703.6887753009796,0.0026257357,0.00087616924,332416,0.023603452,500.0,7017.14556841
83136,2598,309,9.778685,-0.006356477737426758,0.2890625,1704.1087000370026,-0.011453506,0.0005793861,332544,0.030906763,500.0,7017.14556841
83168,2599,312,9.780653,-0.012683272361755371,0.30664062,1704.52343916893,0.0019432511,0.0005879106,332672,0.024924252,500.0,7017.14556841
83200,2600,307,9.78026,-0.008962869644165039,0.33789062,1704.9333174228668,0.008052551,0.00046665274,332800,0.027578391,500.0,7017.14556841
83232,2601,299,9.788885,-0.04750347137451172,0.25976562,1705.3504240512848,0.018775102,0.00035574794,332928,0.022441674,500.0,7017.14556841
83264,2602,319,9.79866,-0.02417612075805664,0.29101562,1705.7784898281097,-0.023941845,0.00025962113,333056,0.020491658,500.0,7017.14556841
83296,2603,301,9.8118305,-0.08220481872558594,0.22070312,1706.179720878601,-0.010932481,0.0002062164,333184,0.014413482,500.0,7017.14556841
83328,2604,308,9.826717,-0.0475306510925293,0.4453125,1706.604811668396,0.041803103,0.00013736571,333312,0.053652097,500.0,7017.14556841
83360,2605,307,9.839136,-0.17044448852539062,0.20507812,1707.0205357074738,0.0046349103,7.8029436e-05,333440,0.018069254,500.0,7017.14556841
83392,2606,295,9.840008,-0.6063265800476074,0.24609375,1707.4376473426819,0.0074792146,0.00010684563,333568,0.022784106,500.0,7017.14556841
83424,2607,315,9.840683,-0.43415725231170654,0.29492188,1707.8719289302826,0.007358859,0.0003296791,333696,0.033962358,500.0,7017.14556841
83456,2608,298,9.837904,-0.5420550107955933,0.37304688,1708.278064250946,0.018296385,0.00020202833,333824,0.037391987,500.0,7017.14556841
83488,2609,292,9.837376,-0.222306489944458,0.48046875,1708.7095458507538,0.02616162,0.000100039004,333952,0.09084061,500.0,7017.14556841
83520,2610,32,9.841131,0.01038205623626709,0.2734375,1709.1479423046112,-0.012781529,0.7578591,334080,0.03661965,500.0,7018.465287189998
83552,2611,280,9.844966,0.05281722545623779,0.13867188,1713.0496373176575,0.00016882992,0.0024555768,334208,0.010515343,500.0,7018.465287189998
83584,2612,266,9.848441,-0.010626435279846191,0.34570312,1713.5073778629303,0.008371951,0.0007790606,334336,0.050838824,500.0,7018.465287189998
83616,2613,269,9.854829,-0.09101510047912598,0.32617188,1713.9889578819275,-0.01742713,0.0006123265,334464,0.026243797,500.0,7018.465287189998
83648,2614,288,9.86344,-0.0003635883331298828,0.44140625,1714.4655222892761,0.03934763,0.00059182255,334592,0.06793009,500.0,7018.465287189998
83680,2615,312,9.869981,-0.029651403427124023,0.1484375,1714.909922838211,-0.009480286,0.00045036632,334720,0.011259688,500.0,7018.465287189998
83712,2616,314,9.880114,-0.06362020969390869,0.25390625,1715.3203358650208,0.00923017,0.00033610384,334848,0.019792672,500.0,7018.465287189998
83744,2617,312,9.883399,-0.06148850917816162,0.30078125,1715.727398633957,-0.008661043,0.00023668731,334976,0.02133581,500.0,7018.465287189998
83776,2618,318,9.882345,-0.032065391540527344,0.35742188,1716.137301683426,0.0135375485,0.00023567813,335104,0.03547628,500.0,7018.465287189998
83808,2619,314,9.885867,-0.03648948669433594,0.43554688,1716.540773153305,0.029846042,0.00018710055,335232,0.06600106,500.0,7018.465287189998
83840,2620,292,9.885711,-0.04676461219787598,0.37304688,1716.948407649994,0.023641488,0.00018978099,335360,0.07330052,500.0,7018.465287189998
83872,2621,294,9.883764,-0.22281599044799805,0.34179688,1717.3867700099945,-0.02623384,0.00011613112,335488,0.028059931,500.0,7018.465287189998
83904,2622,312,9.883973,-0.10468840599060059,0.23046875,1717.8221065998077,0.005212031,9.2018454e-05,335616,0.022024177,500.0,7018.465287189998
83936,2623,305,9.886956,-0.19028985500335693,0.234375,1718.2325994968414,-0.0011929325,0.00011467878,335744,0.020492157,500.0,7018.465287189998
83968,2624,285,9.883158,-0.9606704711914062,0.35351562,1718.6530079841614,0.035413284,8.404575e-05,335872,0.043808937,500.0,7018.465287189998
84000,2625,33,9.880693,0.0004917383193969727,0.26953125,1719.1022837162018,-0.00040528143,0.89506435,336000,0.025825266,500.0,7026.57233912
84032,2626,282,9.886225,-1.0464723110198975,0.27734375,1722.9763236045837,-0.011230192,0.0055073947,336128,0.03673241,500.0,7026.57233912
84064,2627,296,9.894646,-0.004822134971618652,0.265625,1723.4295156002045,-0.0009841681,0.0018783144,336256,0.020347646,500.0,7026.57233912
84096,2628,289,9.9039755,-0.07987034320831299,0.29492188,1723.861925125122,0.032214765,0.00085242355,336384,0.03733139,500.0,7026.57233912
84128,2629,298,9.899854,-0.03896903991699219,0.2421875,1724.304226398468,-0.0017704868,0.0008844903,336512,0.029031627,500.0,7026.57233912
84160,2630,290,9.894358,-0.009862303733825684,0.20898438,1724.734341621399,-0.005005072,0.0007162249,336640,0.016862381,500.0,7026.57233912
84192,2631,278,9.898062,-0.010360121726989746,0.31835938,1725.175401210785,0.021871649,0.0004921331,336768,0.0379236,500.0,7026.57233912
84224,2632,286,9.90205,-0.0071070194244384766,0.41015625,1725.6363792419434,0.022584593,0.00032195915,336896,0.044498175,500.0,7026.57233912
84256,2633,296,9.904088,-0.3255326747894287,0.33007812,1726.0838603973389,-0.0052239527,0.00021040902,337024,0.030683175,500.0,7026.57233912
84288,2634,303,9.908056,-1.3199820518493652,0.41015625,1726.516240119934,0.004505972,0.0002257236,337152,0.22751325,500.0,7026.57233912
84320,2635,316,9.902841,-0.09154081344604492,0.25390625,1726.939269065857,-0.012581814,9.043631e-05,337280,0.024692079,500.0,7026.57233912
84352,2636,299,9.889071,-0.28825950622558594,0.34960938,1727.34379196167,-0.012369818,7.963023e-05,337408,0.03159295,500.0,7026.57233912
84384,2637,314,9.878842,-0.35932624340057373,0.265625,1727.7719852924347,-0.017295677,0.0006077142,337536,0.046641506,500.0,7026.57233912
84416,2638,283,9.878631,-0.2052593231201172,0.30273438,1728.1796374320984,-0.019394547,7.031633e-05,337664,0.03254223,500.0,7026.57233912
84448,2639,307,9.880537,-0.2610776424407959,0.23242188,1728.631735086441,-0.0093736,0.00014776917,337792,0.01752907,500.0,7026.57233912
84480,2640,283,9.878775,-0.13208961486816406,0.2890625,1729.0480501651764,-0.02829826,7.290198e-05,337920,0.027598904,500.0,7026.57233912
84512,2641,31,9.872984,0.008108973503112793,0.27148438,1729.5000958442688,-0.010629404,0.7796877,338048,0.038676772,500.0,7014.69140141
84544,2642,300,9.870949,-3.1166491508483887,0.39453125,1733.5838112831116,0.026179338,0.0025061683,338176,0.054402366,500.0,7014.69140141
84576,2643,284,9.870002,0.0037224292755126953,0.16015625,1734.011549949646,0.007844426,0.0010176098,338304,0.016425252,500.0,7014.69140141
84608,2644,308,9.873045,-0.0358806848526001,0.16015625,1734.461983680725,0.006021047,0.0010529937,338432,0.014553772,500.0,7014.69140141
84640,2645,295,9.872221,0.0248720645904541,0.21289062,1734.877049446106,-0.008711617,0.00084327615,338560,0.015397255,500.0,7014.69140141
84672,2646,290,9.875724,-0.0025177001953125,0.30859375,1735.3115594387054,0.008936469,0.00071889174,338688,0.033711523,500.0,7014.69140141
84704,2647,300,9.876402,-0.03741121292114258,0.27929688,1735.7525839805603,0.002484297,0.0004119091,338816,0.03286666,500.0,7014.69140141
84736,2648,308,9.873811,0.005531191825866699,0.49804688,1736.1797280311584,0.08386468,0.00058477646,338944,0.111685604,500.0,7014.69140141
84768,2649,304,9.872063,-0.0754694938659668,0.44335938,1736.5968685150146,0.025731334,0.0005666787,339072,0.051915605,500.0,7014.69140141
84800,2650,272,9.868785,-0.01118457317352295,0.18164062,1737.0184831619263,-0.010724881,0.00028849914,339200,0.013743666,500.0,7014.69140141
84832,2651,295,9.868795,-0.03777110576629639,0.24414062,1737.4902584552765,-0.003707082,0.00027581927,339328,0.021712545,500.0,7014.69140141
84864,2652,298,9.862569,-0.011502623558044434,0.20898438,1737.9242196083069,-0.003647839,0.00022069691,339456,0.018032266,500.0,7014.69140141
84896,2653,313,9.852728,-0.03776669502258301,0.22460938,1738.3537981510162,-0.0023416136,0.00022332658,339584,0.016995966,500.0,7014.69140141
84928,2654,311,9.850373,-0.12460064888000488,0.45703125,1738.7629964351654,0.04706795,0.00021728293,339712,0.06281727,500.0,7014.69140141
84960,2655,309,9.852251,-0.023394346237182617,0.1953125,1739.1749715805054,-0.00091753434,0.00016236794,339840,0.015893787,500.0,7014.69140141
84992,2656,300,9.853719,-0.37787461280822754,0.2421875,1739.5894701480865,-0.020668868,0.0005614122,339968,0.04038608,500.0,7014.69140141
85024,2657,32,9.84551,0.011529624462127686,0.22851562,1740.0171973705292,0.008252449,0.5908437,340096,0.029953003,500.0,7010.6032683799995
85056,2658,327,9.841791,-0.09895515441894531,0.2109375,1743.968747138977,0.0029122082,0.0013850704,340224,0.021217769,500.0,7010.6032683799995
85088,2659,319,9.834496,-0.02884817123413086,0.28125,1744.3605315685272,-0.019328712,0.00057345117,340352,0.025952682,500.0,7010.6032683799995
85120,2660,314,9.829531,0.006710827350616455,0.30664062,1744.7613484859467,0.022733629,0.0005929167,340480,0.021952799,500.0,7010.6032683799995
85152,2661,317,9.83135,-0.04285156726837158,0.35742188,1745.1689095497131,0.031999618,0.00045718215,340608,0.05167145,500.0,7010.6032683799995
85184,2662,302,9.832993,0.01617717742919922,0.390625,1745.5722756385803,0.019752067,0.0006054041,340736,0.05234729,500.0,7010.6032683799995
85216,2663,311,9.831961,-0.04428458213806152,0.29882812,1745.9958562850952,0.0043596327,0.0004477304,340864,0.031048559,500.0,7010.6032683799995
85248,2664,308,9.829118,-0.1927586793899536,0.39257812,1746.408102273941,0.005495605,0.00031167315,340992,0.038091827,500.0,7010.6032683799995
85280,2665,297,9.828458,-0.037532806396484375,0.28125,1746.8237397670746,-0.010766367,0.00025403386,341120,0.02611535,500.0,7010.6032683799995
85312,2666,306,9.822537,-0.03815007209777832,0.16601562,1747.2553651332855,-0.0027027593,0.00019246872,341248,0.013172168,500.0,7010.6032683799995
85344,2667,302,9.8180485,-0.031200051307678223,0.16992188,1747.674087047577,-0.011504474,0.00017743654,341376,0.013359495,500.0,7010.6032683799995
85376,2668,291,9.821693,-0.015164494514465332,0.1953125,1748.0989515781403,-0.011548319,0.00013878616,341504,0.013726598,500.0,7010.6032683799995
85408,2669,294,9.830311,-0.00863504409790039,0.2578125,1748.5399343967438,0.0011523131,8.126006e-05,341632,0.023550047,500.0,7010.6032683799995
85440,2670,306,9.83264,-0.11426937580108643,0.35742188,1748.975204706192,0.0014624661,0.00010748149,341760,0.032863367,500.0,7010.6032683799995
85472,2671,287,9.830178,-0.0070351362228393555,0.1953125,1749.3941178321838,0.016256295,6.9630965e-05,341888,0.015597731,500.0,7010.6032683799995
85504,2672,31,9.82364,0.0042209625244140625,0.30664062,1749.83926653862,-0.01754646,0.9049869,342016,0.029915279,500.0,7008.029404310002
85536,2673,305,9.809258,-1.0591046810150146,0.27539062,1753.9380424022675,0.0024560164,0.00272367,342144,0.057266887,500.0,7008.029404310002
85568,2674,319,9.804868,-0.01825261116027832,0.30859375,1754.358778476715,-0.0014999048,0.0015637224,342272,0.026276382,500.0,7008.029404310002
85600,2675,318,9.805991,-0.025789976119995117,0.34570312,1754.7602558135986,-0.0014564667,0.00084944046,342400,0.0325306,500.0,7008.029404310002
85632,2676,303,9.803749,0.00021475553512573242,0.27539062,1755.16343998909,0.0052254647,0.00094637903,342528,0.023151312,500.0,7008.029404310002
85664,2677,288,9.804415,0.003985166549682617,0.26953125,1755.5863888263702,-0.008823844,0.00066819903,342656,0.021526374,500.0,7008.029404310002
85696,2678,307,9.807638,-0.009472846984863281,0.24804688,1756.030568599701,-0.011073561,0.00052901957,342784,0.016948886,500.0,7008.029404310002
85728,2679,295,9.811857,-0.024133801460266113,0.18554688,1756.447494983673,-0.012937013,0.0003751819,342912,0.019535078,500.0,7008.029404310002
85760,2680,306,9.810421,-0.03656208515167236,0.20117188,1756.8815093040466,-0.008018773,0.000316167,343040,0.018731778,500.0,7008.029404310002
85792,2681,300,9.801613,-0.05630946159362793,0.22460938,1757.300110578537,-0.017735383,0.00025603158,343168,0.016302112,500.0,7008.029404310002
85824,2682,289,9.800332,0.022383928298950195,0.25390625,1757.7273261547089,0.0028131395,0.00018734153,343296,0.019809779,500.0,7008.029404310002
85856,2683,293,9.798116,-0.06330037117004395,0.31445312,1758.1711030006409,0.019133693,0.00013525557,343424,0.04493848,500.0,7008.029404310002
85888,2684,293,9.801807,-0.057827115058898926,0.15625,1758.6085031032562,0.001215043,0.00010310476,343552,0.011245962,500.0,7008.029404310002
85920,2685,299,9.80529,-0.08809530735015869,0.2578125,1759.0447030067444,-0.0015789554,8.143214e-05,343680,0.01837991,500.0,7008.029404310002
85952,2686,273,9.806276,-0.20808088779449463,0.16796875,1759.473070859909,-0.008853927,5.9056285e-05,343808,0.013100539,500.0,7008.029404310002
85984,2687,315,9.808879,-0.15175652503967285,0.4453125,1759.9414188861847,0.03848479,4.3315093e-05,343936,0.083430454,500.0,7008.029404310002
86016,2688,31,9.810194,-0.03419828414916992,0.30078125,1760.3477652072906,-0.009217557,0.8420044,344064,0.058494512,500.0,7010.484136170001
86048,2689,276,9.80749,-1.0202481746673584,0.23046875,1764.3543169498444,-0.026837332,0.0010397525,344192,0.021259725,500.0,7010.484136170001
86080,2690,318,9.804636,-0.04052746295928955,0.26367188,1764.818077802658,-0.016597454,0.00058373297,344320,0.021219328,500.0,7010.484136170001
86112,2691,313,9.803786,-0.0038785934448242188,0.2109375,1765.2209765911102,0.005997694,0.0004517524,344448,0.015881794,500.0,7010.484136170001
86144,2692,312,9.805845,-0.009290099143981934,0.20507812,1765.6293880939484,0.0069440966,0.00042004592,344576,0.019217426,500.0,7010.484136170001
86176,2693,314,9.808536,0.010166823863983154,0.26367188,1766.0402727127075,-0.00490834,0.000339576,344704,0.021096705,500.0,7010.484136170001
86208,2694,299,9.807666,-0.022597908973693848,0.095703125,1766.4482016563416,-0.008256884,0.0002564443,344832,0.0076169446,500.0,7010.484136170001
86240,2695,320,9.802528,-0.03589057922363281,0.16210938,1766.8773534297943,-0.0043794503,0.00017699768,344960,0.012776189,500.0,7010.484136170001
86272,2696,309,9.791788,-0.007072925567626953,0.25976562,1767.2775676250458,-0.015127337,0.00017745707,345088,0.02004776,500.0,7010.484136170001
86304,2697,309,9.793277,-0.05775249004364014,0.19921875,1767.692378282547,-0.021718893,0.00014298258,345216,0.015815346,500.0,7010.484136170001
86336,2698,310,9.789808,-0.05200779438018799,0.21289062,1768.1072733402252,-0.017664433,0.00011920342,345344,0.016120788,500.0,7010.484136170001
86368,2699,307,9.786433,-0.216033935546875,0.12109375,1768.5206418037415,0.009800252,8.523487e-05,345472,0.013921954,500.0,7010.484136170001
86400,2700,304,9.78584,-0.17252373695373535,0.27148438,1768.9384441375732,0.005763605,7.0535534e-05,345600,0.030782305,500.0,7010.484136170001
86432,2701,305,9.781766,-0.12663507461547852,0.39257812,1769.3602573871613,0.031191852,6.0745522e-05,345728,0.055428628,500.0,7010.484136170001
86464,2702,309,9.77383,-0.14620554447174072,0.35351562,1769.779895067215,0.01711363,4.0155144e-05,345856,0.0276208,500.0,7010.484136170001
86496,2703,304,9.765705,-0.26693904399871826,0.26757812,1770.1941249370575,-0.0117749255,4.5544486e-05,345984,0.019490512,500.0,7010.484136170001
86528,2704,32,9.75804,0.004160284996032715,0.29882812,1770.615805864334,-0.004220913,0.42025283,346112,0.034351595,500.0,7012.07793535
86560,2705,304,9.755127,0.016755402088165283,0.33789062,1774.548700094223,0.005286563,0.00084655493,346240,0.033943616,500.0,7012.07793535
86592,2706,307,9.757306,0.004323303699493408,0.2578125,1774.9695999622345,0.005186305,0.00030797004,346368,0.02285941,500.0,7012.07793535
86624,2707,311,9.764414,-0.01190483570098877,0.37890625,1775.3869378566742,0.012802044,0.00025815383,346496,0.04581234,500.0,7012.07793535
86656,2708,304,9.765006,-0.11998045444488525,0.16601562,1775.798172712326,-0.017937316,0.00019851004,346624,0.02041312,500.0,7012.07793535
86688,2709,317,9.76575,-0.04637765884399414,0.2109375,1776.2195711135864,0.00024839118,0.00018976771,346752,0.01930454,500.0,7012.07793535
86720,2710,330,9.7693405,-0.04462158679962158,0.24414062,1776.623522758484,0.012882153,9.874322e-05,346880,0.024876032,500.0,7012.07793535
